,budget,genres,id,keywords,original_title,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,profit,month,movie_id,cast
2899,6500000,[18],76025,"[445, 1155, 5906, 14512, 14886, 166770]",Shame,"[2395, 2452, 2514, 7217, 9349, 9987]",2011-10-02,17693675,100.0,Shame,7.0,875,11193675,10,76025,"[17288, 36662, 18473, 87243, 172150, 577478, 1493242, 1030329, 1819913, 1819914, 1141384, 92728, 1181306]"
2900,6500000,"[18, 53, 80]",4836,"[1930, 1941, 2149, 2235, 2708, 3045, 3152, 3391, 6502, 9826]",Layer Cake,"[58, 5374]",2004-09-30,11850214,105.0,Layer Cake,7.0,559,5350214,9,4836,"[8784, 2524, 17782, 2247, 39658, 26258, 3543, 23459, 5658, 17064, 31648, 39681, 39682, 974, 39660, 973, 39664, 39678]"
2901,6500000,"[18, 53]",87499,"[3271, 9826, 156388, 221911, 221912, 221913]",The East,[1645],2013-05-31,2401510,116.0,The East,6.5,305,-4098490,5,87499,"[222330, 28846, 27578, 20286, 79795, 83860, 1203789, 207467, 1276, 50095, 15887, 141034, 41019, 565505, 2977]"
2902,6500000,"[18, 36]",28089,"[10183, 10814, 13065, 15087]",The Messenger,[4748],2009-11-13,1521261,113.0,The Messenger,7.1,119,-4978739,11,28089,"[11107, 57755, 20089, 19299, 2206, 884, 1102500, 155077, 87070, 54124, 1254627, 118374, 2839, 113230]"
2903,0,[18],5708,"[968, 1279, 1605, 1944, 4183, 4470, 4741, 4746, 5716, 6027, 10183, 34094, 41591]",Control,"[1915, 1916, 1917, 1918, 7289]",2007-09-26,8159508,121.0,Control,7.5,200,8159508,9,5708,"[32987, 2206, 5644, 29234, 45049, 20286, 45050, 45051, 86133, 1232078, 108145, 19903, 148143, 148143, 1821216, 118610, 1821219, 1528816, 938983, 122999, 1821220, 1821221, 1675330, 1821222, 62972, 5228, 1632618, 1821223, 1821224, 1821225, 1335638, 1821226]"
2904,6400000,"[28, 53, 878]",218,"[83, 310, 526, 679, 1366, 1373, 1381, 4565, 15483, 18069, 33556, 162484]",The Terminator,"[41, 1280, 3952, 4764, 7745]",1984-10-26,78371200,108.0,The Terminator,7.3,4128,71971200,10,218,"[1100, 2712, 2713, 1818, 2714, 2715, 2716, 2717, 2053, 2719, 35710, 102441, 1378212, 65001, 1258399, 100626, 2711, 1378202, 103219, 54814, 156085, 1377933, 1411308, 54941, 192063, 1378207, 1391620, 61968, 1159421, 543, 1456721, 1571206, 1387846]"
2905,10000000,[18],21641,"[392, 5858, 6075, 11343, 13042, 166096, 187264, 187265, 192345]",The Damned United,"[288, 441, 2690, 5340, 11560]",2009-03-27,0,97.0,The Damned United,7.2,152,-10000000,3,21641,"[3968, 9191, 17782, 388, 54, 1115, 7030, 124686, 142947, 16628, 219264, 1127817, 73283, 110074, 1127818, 202032, 190386, 18280, 1228965, 570296, 208558, 1662521, 1270464, 25656, 141453, 1662522]"
2906,4000000,"[35, 27]",10925,"[293, 2452, 2483, 4470, 6129, 10183, 10327, 11181, 12377, 41603, 155619, 157234, 157444, 157892, 157893, 207492, 207891, 234040]",The Return of the Living Dead,"[469, 4763, 4764]",1985-05-15,14237000,91.0,The Return of the Living Dead,7.3,267,10237000,5,10925,"[62019, 14852, 41262, 64198, 103011, 97619, 106669, 74354, 536499, 93149, 179625, 97953, 153422, 949636, 155907]"
2907,6000000,"[10749, 35]",2293,"[572, 4325, 8631, 41175, 157690, 162296, 168033, 171329, 171343, 171346, 179430]",Mallrats,"[37, 11462, 16934]",1995-10-20,2122561,94.0,Mallrats,6.8,392,-3877439,10,2293,"[11662, 23646, 19144, 4174, 880, 16484, 12132, 19302, 19303, 23648, 23647, 824, 7624, 23629, 20761, 20503, 23633, 572591]"
2908,6000000,[10749],621,"[391, 542, 795, 3687, 4344, 9823, 18453, 34130, 158375, 159953, 164246, 165132, 165136, 165137, 165139, 165143, 165147, 165148, 165154]",Grease,"[4, 3978]",1978-07-07,181813770,110.0,Grease,7.2,1581,175813770,7,621,"[8891, 8892, 8893, 8894, 8895, 8896, 8897, 8898, 8899, 8900, 860, 8901, 8902, 8903, 8904, 8905, 8906, 8907, 13568, 42362, 18251, 11366, 22092]"
2909,6000000,"[18, 10752, 28]",792,"[1505, 1701, 1960, 2957, 5331, 10292, 10787, 11314, 13065, 14643, 18543, 208992]",Platoon,"[41, 469]",1986-12-18,138530565,120.0,Platoon,7.5,1205,132530565,12,792,"[13022, 6952, 5293, 2178, 11885, 6863, 85, 11886, 6396, 65827, 11889, 11890, 1152, 1447263, 11894, 11895, 4042, 19384, 11896, 11897, 11891, 11892, 3211, 107323, 11881, 135538, 1457986, 1434559, 1153891, 107322, 11888]"
2910,6000000,[99],1777,"[840, 4743, 5174, 5597, 5939, 6086, 6091, 11139, 11208]",Fahrenheit 9/11,"[225, 8734]",2004-06-25,119114517,122.0,Fahrenheit 9/11,6.8,397,113114517,6,1777,"[380, 17087, 19011, 880, 18746, 19013, 120576, 46432, 128057, 84384, 44127, 116341, 95779, 1220626, 146687, 111946, 110380]"
2911,6000000,"[36, 18, 37, 80]",642,"[1016, 6165, 168374]",Butch Cassidy and the Sundance Kid,"[306, 381, 382]",1969-09-23,102308889,110.0,Butch Cassidy and the Sundance Kid,7.4,650,96308889,9,642,"[3636, 4135, 9594, 8260, 5732, 9596, 9597, 9599, 9600, 9601, 9602, 34472, 83411, 104630, 15988, 19447, 91222, 34609, 16431, 1077251, 102791]"
2912,6000000,"[35, 10751, 14]",433,"[212, 246, 970, 974, 1155, 1505, 2246, 2341, 2342, 2343, 2344, 4344, 209220]",Mary Poppins,[3166],1964-08-27,102272727,139.0,Mary Poppins,7.4,1183,96272727,8,433,"[5823, 61303, 5825, 5826, 5827, 5828, 5829, 5830, 2926, 5831, 5832, 5833, 8515, 13392, 157411, 30144, 403760, 117714, 97257, 1787560]"
2913,6000000,[18],16619,"[447, 894, 1252, 9872, 10041, 33720, 159138, 172291]",Ordinary People,"[4, 316]",1980-09-19,0,124.0,Ordinary People,7.4,145,-6000000,9,16619,"[55636, 21277, 6167, 16327, 588, 4513, 8900, 9632, 65568, 91369, 91370, 91371, 79736, 91372, 91373, 2059, 91374]"
2914,6000000,"[80, 18, 10402]",1725,"[100, 542, 699, 797, 2124, 2356, 3306, 3691, 4344, 9823, 9932, 10131, 10449, 18087, 33699, 158375, 159278, 160367, 165100, 165212, 165214]",West Side Story,"[60, 8268, 90571]",1961-10-18,43656822,152.0,West Side Story,7.0,389,37656822,10,1725,"[2769, 6679, 6725, 13299, 24880, 14063, 18870, 18871, 18872, 151333, 29700, 1161038, 1161044, 1824462, 1824463, 1161040, 1741859, 1824464, 982293, 955862, 1161036, 975393, 1824465, 101891, 1824466, 1378309, 1824467, 1192281, 1424000, 1824471, 1824472, 1161041, 1098447, 1161043, 41230, 80599]"
2915,6000000,[35],11977,"[2702, 3508, 6075, 15228, 177993]",Caddyshack,"[41, 6194]",1980-07-25,39846344,98.0,Caddyshack,6.6,365,33846344,7,11977,"[54812, 3198, 71146, 38085, 1532, 55203, 167367, 2548, 940742, 51310, 1578223, 12692, 156587, 1535, 30864, 948264, 1578232, 1238616, 28023, 1578253, 1578258, 90531, 1578276, 1578280, 170957, 1157197, 1578292, 1578293, 1578294, 1578297, 1578298, 1578628, 1578630, 1578636, 1578654, 1578656, 1578672, 1578687, 564316, 124822, 1578701, 1578704, 53553, 1578705, 1578708, 1578709, 1578712, 1578714, 1578716, 1578719, 1578722, 55199, 66107, 955581, 1578726]"
2916,6000000,"[18, 80, 53]",629,"[3703, 5493, 14604, 15009, 18023, 18024, 18027]",The Usual Suspects,"[361, 9168]",1995-07-19,23341568,106.0,The Usual Suspects,8.1,3254,17341568,7,629,"[9045, 5168, 9046, 7166, 4935, 1979, 2179, 4808, 1121, 6486, 101377, 56166, 9047, 9048, 156227, 3218, 1216752, 1235937]"
2917,8000000,"[27, 53]",10160,"[745, 1009, 1299, 2884, 3030, 6152, 6506, 10629, 13006, 13149, 17985, 170383, 207884, 220348, 225209]",A Nightmare on Elm Street 5: The Dream Child,[12],1989-08-11,22168359,89.0,A Nightmare on Elm Street 5: The Dream Child,5.5,245,14168359,8,10160,"[5139, 63917, 42882, 64033, 64034, 63046, 104275, 87112, 119475, 19484, 72408, 189664, 84163, 553750, 75034, 72231, 553752, 553753, 53591, 166298, 553754, 193295, 553755, 553756, 553757, 197038, 97955, 553758, 71519, 553759, 102338, 37008, 177966, 553760, 156146, 102934, 553761, 170468, 167955, 553762, 553763, 553764, 1038546]"
2918,5000000,"[35, 10749]",11452,"[255, 293, 572, 3616, 10081, 155556, 171183, 171184, 171192, 171197, 171198, 171199, 215404]",National Lampoon’s Van Wilder,"[870, 2188]",2002-03-29,38275483,92.0,National Lampoon’s Van Wilder,5.9,858,33275483,3,11452,"[10859, 1234, 21561, 53493, 53863, 155801, 35596, 5395, 7675, 203511, 1233672, 141446, 1042684]"
2919,6000000,"[18, 10749]",12163,"[1545, 1786, 3734, 5600, 5970, 6075, 6593, 10155, 10232, 11246, 11431, 11436]",The Wrestler,"[831, 856, 7503, 7504]",2008-09-07,44703995,109.0,The Wrestler,7.3,1000,38703995,9,12163,"[2295, 3141, 38940, 1173, 176031, 52860, 1216224, 1982, 19490, 1056523, 122545, 83213, 1326471, 1122855, 14548, 129102, 176797, 1616051, 1571784, 1507735, 1352241, 226502, 1358081, 103041, 1116091, 122239, 1179255, 59207, 1081122, 1081123, 1389956, 1515619, 155535, 1354132, 1246393, 1452410, 1093514, 1498649, 88630, 1498650, 1493517, 1518715, 1343840, 1182903, 1202712, 1352247, 1344725, 117289, 98355, 1385160, 99904, 985036, 1635482, 1586770, 1290726, 1307615, 98959, 1553379, 1552938, 1233796, 1837418, 1885652, 1885654, 96041, 1885655, 1422356, 1885656, 1885657, 1275400, 1199362, 1885662, 1425151, 1237838, 1885670]"
2920,0,[35],13785,"[1245, 2589, 6879, 10183, 11800, 158225, 158228]",Best in Show,[97],2000-09-19,0,90.0,Best in Show,6.7,166,0,9,13785,"[63791, 7489, 75463, 11514, 26510, 12438, 39125, 75467, 13524, 21731, 8265, 1218926, 20753, 38334, 43775, 1211, 46074, 42157]"
2921,6000000,"[878, 28]",1103,"[444, 542, 840, 1543, 1562, 1930, 2019, 2095, 3149, 4565, 4668, 5034, 12190, 217083]",Escape from New York,"[494, 500, 502, 664]",1981-05-22,50244700,99.0,Escape from New York,6.9,703,44244700,5,1103,"[6856, 4078, 7502, 9221, 6542, 5048, 11782, 11784, 15449, 15450, 47456, 11786, 9785, 54564]"
2922,6000000,"[35, 10751]",14144,"[271, 1158, 5569, 5767, 6437, 9823, 10786]",Daddy Day Camp,"[497, 559]",2007-08-08,18197398,89.0,Daddy Day Camp,4.4,91,12197398,8,14144,"[9777, 59154, 61260, 58058, 16662, 1268971]"
2923,6000000,"[35, 10402]",13370,"[11800, 33534]",A Mighty Wind,[97],2003-04-16,18750246,91.0,A Mighty Wind,6.6,74,12750246,4,13370,"[12438, 13524, 8265, 26510, 43775, 21731, 11514, 7489, 6008, 20753, 1211, 42157, 46074, 38334, 15900, 27530, 167212, 8854, 91030, 1458993]"
2924,0,"[35, 18, 10749]",11191,"[10183, 169276, 169280, 169283]",Mystic Pizza,"[3344, 8888]",1988-10-13,0,104.0,Mystic Pizza,5.9,123,0,10,11191,"[49425, 1204, 3127, 7132, 68527, 68528, 1892, 1909]"
2925,6000000,"[35, 18, 14, 10749]",10215,"[848, 1004, 2486, 3817, 3983, 4379, 8034, 11434, 175629]",Sliding Doors,"[4, 14, 763, 932]",1998-04-23,58000000,99.0,Sliding Doors,6.5,354,52000000,4,10215,"[12052, 10727, 28743, 10478, 137925, 61540, 1256066, 58778, 77165, 2449, 1827905, 34720, 1827906, 46427, 1230252, 1235292, 175919, 1373537, 1529890, 110422]"
2926,6000000,[18],1523,"[407, 1228, 1402, 1930, 2487, 2613, 3089, 6750, 6751, 7404, 7606]",The Last King of Scotland,"[43, 245, 284, 698, 2452, 6705, 20369, 20370]",2006-09-01,48027970,121.0,The Last King of Scotland,7.4,558,42027970,9,1523,"[2178, 5530, 16358, 12214, 11703, 35013, 35014, 35015, 35018, 35017, 1033153, 962605, 984315, 1296173, 565241, 1719834]"
2927,5000000,"[27, 53]",11361,"[798, 3875, 9215, 9663, 10059, 11040, 12339, 14751, 15106, 15127, 156143, 156392, 156525, 162538, 164218, 179565]",Halloween 5: The Revenge of Michael Myers,[4351],1989-10-12,11642254,96.0,Halloween 5: The Revenge of Michael Myers,5.2,183,6642254,10,11361,"[9221, 21320, 62589, 42308, 33299, 1762957, 1414791, 1762960, 1228823, 1762963, 161408, 31006, 1762965, 160374, 157616, 1107034, 1107848, 63484, 59287]"
2928,5000000,"[35, 80, 18]",92591,"[17989, 160321, 160322, 160511, 163072, 179010, 179011, 179012, 179014, 179017, 179018, 179021, 179022, 179431]",Bernie,"[97, 6352, 6667, 8116, 11510]",2012-04-27,9206470,100.0,Bernie,6.5,320,4206470,4,92591,"[70851, 4090, 10297, 111002, 995329, 308843, 79008, 995330, 116433, 575674, 1467970, 464188, 1467916, 1559749, 1041561, 131427, 1559744, 63214]"
2929,0,"[18, 10749]",12509,"[2679, 3836, 5625, 7464, 10183, 13072]",Pollock,"[89312, 89425]",2000-09-06,0,122.0,Pollock,6.6,91,0,9,12509,"[228, 4726, 19453, 6161, 4971, 11512, 5576, 72580, 16430, 163773, 58531, 87125, 145610, 159869, 23882, 3199, 42324, 60205, 1802700, 1802701, 4175, 164093, 1802703, 1428151, 1159841, 1802705, 1607159, 1362876, 1802707, 60632, 58643, 1802712, 12932, 1006136, 1336806, 1802716, 1389805, 56694, 1802722, 52021, 1802723, 1802724, 1802725, 1802726, 1802727, 6701, 164077, 1100321, 1802728, 1802730, 1802731]"
2930,6000000,"[18, 53]",83686,"[180404, 180405, 180412, 180413]",The Words,"[5490, 12545]",2012-09-07,13231461,96.0,The Words,6.4,379,7231461,9,83686,"[51329, 8691, 16940, 6065, 59315, 18999, 10727, 6752, 25130, 21731, 453272, 12122, 179274, 11668, 550520]"
2931,0,"[35, 37]",80304,"[534, 10291, 18026, 41612, 179430, 179431]",Casa De Mi Padre,"[2088, 4740, 6644]",2012-03-15,0,84.0,Casa De Mi Padre,5.5,103,0,3,80304,"[23659, 258, 589162, 8688, 20190, 17039, 928347, 94432, 81957, 7372]"
2932,6000000,"[18, 35]",28053,"[1328, 2843, 6593, 6625, 15234, 34029, 34094]",City Island,"[11093, 16647, 61416, 61417, 61418]",2009-03-06,6670712,104.0,City Island,6.9,113,670712,3,28053,"[1271, 25654, 54815, 58635, 132157, 1903, 1246, 95979, 1513815, 1513816, 55962]"
2933,6000000,"[28, 35, 53, 80]",67913,"[549, 1936, 3391, 15202, 15203]",The Guard,"[2452, 3314, 3353, 5267, 6901, 7308, 7309]",2011-07-07,19560274,96.0,The Guard,6.8,372,13560274,7,67913,"[2039, 1896, 15498, 2983, 549981, 73287, 1041731, 17019, 115146, 1048644, 58068, 93209, 87908, 1122014]"
2934,6000000,"[18, 10749]",1443,"[933, 1228, 14751, 18035, 187056]",The Virgin Suicides,[70],1999-04-21,10409377,97.0,The Virgin Suicides,7.1,817,4409377,4,1443,"[4512, 3391, 205, 2299, 60650, 349, 518, 17236, 204997, 17238, 17239, 17243, 1239453, 17240, 17241, 17242, 17244, 110548, 1771, 81098]"
2935,0,"[35, 18]",8545,"[970, 3769, 9957, 10183, 10229, 13001, 158471]",Little Voice,[14],1998-11-05,0,97.0,Little Voice,6.6,61,0,11,8545,"[4154, 3895, 3061, 34902, 388, 30320, 25532, 2302, 1232002, 1715223, 1715225, 1379142, 1715226, 2451, 109379]"
2936,0,"[35, 10749]",19556,"[572, 2201, 2389, 7312, 9639, 179431]",Miss March,[3638],2009-03-13,0,89.0,Miss March,5.4,77,0,3,19556,"[84833, 84834, 16840, 64342, 186310, 970104, 61257, 147382, 143180, 205177, 31309, 1215979, 63235, 86204, 445926, 1223684, 64236, 1586675, 1214290, 169670, 194372, 154837, 1667644]"
2937,5500000,"[18, 35]",231576,"[2606, 10183, 12399, 18035, 158988]",Wish I Was Here,"[215, 856, 9015]",2014-01-18,5483299,120.0,Wish I Was Here,6.4,300,-16701,1,231576,"[5367, 11661, 125025, 992427, 49002, 25503, 45827, 5374, 87951, 54415, 1230842, 51547, 5377, 1397412, 568531, 51381, 1397448, 59223, 35521, 1397453, 1397454, 1397455, 129661, 945426, 1037108, 1397469, 1477443]"
2938,6000000,[35],16172,"[1946, 2081, 3914, 9673, 9970, 18293, 209102]",Simply Irresistible,"[10104, 20555, 62072]",1999-02-05,4398989,95.0,Simply Irresistible,5.5,52,-1601011,2,16172,"[11863, 54789, 19152, 1276, 37947, 138000, 52462, 53573, 2956, 138769, 932214, 171522, 151207, 1522002, 17184]"
2939,0,"[35, 10402]",13403,"[108, 237, 572, 10229, 17975, 33973, 165601, 165606, 165607, 165608, 165612, 165614, 165615, 165621]",Hedwig and the Angry Inch,"[12, 1422]",2001-07-20,0,95.0,Hedwig and the Angry Inch,7.4,80,0,7,13403,"[17114, 18273, 21266, 126684, 2843, 126686, 8263, 10692, 5900, 1860495, 19958, 14903, 19766]"
2940,6000000,"[18, 36]",13537,[],Shattered Glass,"[35, 44, 14652]",2003-11-14,2944752,94.0,Shattered Glass,6.6,111,-3055248,11,13537,"[17244, 133, 2838, 5916, 15091, 5587, 18324, 14103, 86397, 86397, 7002, 59214, 16544, 168241, 6692, 175913, 1330755, 87460]"
2941,6244087,"[12, 37]",576,"[240, 642, 801, 1556, 2940, 6054, 9812, 10726, 10950, 13065, 163671, 189262]",The Wild Bunch,[4051],1969-06-17,638641,145.0,The Wild Bunch,7.6,259,-5605446,6,576,"[8252, 7502, 8253, 8254, 8255, 8257, 8258, 8259, 8260, 8262, 2755, 12410, 6463, 176445, 31321, 22767, 160598, 30848, 950225, 990426, 239944, 107285, 233128, 544591, 19448, 553157, 103565, 1715664, 564929, 1509586, 557983, 174426, 30308, 553168, 1391093, 1788495, 70987, 1400372, 91203, 60916, 1317197, 953975, 209585, 121234]"
2942,6000000,[18],13990,"[10683, 10776, 13088]",The Wackness,"[11665, 25838]",2008-07-03,2899975,99.0,The Wackness,6.2,94,-3100025,7,13990,"[2282, 10696, 15760, 52442, 67849, 209, 5384, 54247, 140253, 92811, 19889, 11903, 1340888, 203757, 1340889]"
2943,6000000,"[53, 12, 18, 80]",11583,"[159857, 159858, 159859, 159862, 159865, 159868, 159869, 159871, 159872, 159876]",The First Great Train Robbery,"[60, 23126]",1979-01-25,0,110.0,The First Great Train Robbery,6.6,74,-6000000,1,11583,"[738, 55636, 57399, 14820, 26858, 135180, 1821, 1217868, 115872, 1250653, 33109, 218186, 90740, 214149, 40958, 100787, 1398814, 134690, 10029, 193595, 14468, 51316, 139911]"
2944,6000000,"[80, 18, 53]",9282,"[567, 572, 642, 1328, 1419, 1546, 2016, 3713, 5638, 6149, 8233, 9826, 14541, 200460]",11:14,"[1838, 2226, 10828]",2003-05-16,0,86.0,11:14,6.8,206,-6000000,5,9282,"[9976, 57127, 10767, 448, 9048, 52647, 33532, 3492, 11107, 723, 38581, 41088, 123532]"
2945,12000000,"[80, 18, 53]",97614,"[9104, 9826, 10562, 10718, 14536, 18035, 156064, 159707, 193305, 193546, 206687, 206701, 206718, 207112]",Deadfall,"[694, 762, 846, 1030, 12199]",2012-11-08,66351,95.0,Deadfall,5.6,224,-11933649,11,97614,"[8783, 59315, 56365, 207818, 10823, 5606, 4515, 30617, 104897, 51072, 21292, 207881, 564389, 1207358, 198708, 1207359, 131335, 1159002, 1207360, 930327, 1207361, 1207362, 59618, 1207363, 1207364, 1207365, 1207366, 1207367, 1207368, 179267, 1207369, 1207370, 1207371, 1207372]"
2946,6000000,"[28, 53]",58626,[],The Hit List,[1804],2011-04-02,0,90.0,The Hit List,5.2,73,-6000000,4,58626,"[9777, 6614, 49326, 85214, 222532, 211742, 20582, 228178, 228179, 104645, 228180, 39822, 63424]"
2947,5952000,"[27, 9648, 878]",837,"[236, 2571, 3298, 3586, 3740, 4227, 4565, 12400, 193594]",Videodrome,"[33, 541, 542, 543]",1983-02-04,2120439,87.0,Videodrome,7.1,454,-3831561,2,837,"[4512, 12482, 102, 12483, 12485, 12486, 12487, 12488, 12489, 12490, 12716, 1567231, 189644, 1722163, 83024, 138877, 1722164, 4568, 1722165, 224]"
2948,6000000,[18],244783,[187056],Song One,[9015],2014-01-20,32251,86.0,Song One,5.5,87,-5967749,1,244783,"[1813, 1121400, 2453, 1088672, 1345418]"
2949,5800000,"[28, 18, 53, 10752]",3482,"[90, 254, 1956, 2652, 4655, 5375, 5552, 5918, 9904, 10663, 11064, 14789, 156031]",The Train,"[64, 7110, 11929]",1964-09-21,6800000,133.0,The Train,7.2,72,1000000,9,3482,"[13784, 13324, 14812, 30720, 12748, 14121, 1655, 32112, 18964, 5764, 26890, 41716, 948462, 31779, 22623, 33793, 13696, 1004175, 143534, 1162643, 1162644, 48417, 27443, 1162645]"
2950,3500159,"[35, 18, 10749]",455,"[212, 941, 958, 1463, 1900, 2273, 2274, 2278, 13042, 18035, 187056]",Bend It Like Beckham,"[43, 1490, 2406, 2452]",2002-04-11,76578641,112.0,Bend It Like Beckham,6.2,578,73078482,4,455,"[231610, 116, 1244, 6217, 6218, 990, 6238, 6239, 128645, 1227682, 117795, 1227784, 62230]"
2951,5500000,"[35, 80, 18]",9277,"[520, 622, 643, 1522, 3202, 6220, 14819, 167411, 167418, 167424, 167428, 167431, 214548, 232222]",The Sting,[33],1973-12-25,159616327,129.0,The Sting,7.9,622,154116327,12,9277,"[3636, 4135, 8606, 1466, 4093, 39015, 14833, 171056, 37712, 1273, 98927, 157936, 15988, 110436, 12134, 1155210, 83806, 161360, 1274, 152701, 1220923, 144604, 1221898, 1213880, 153628, 98928, 77482, 1213863, 1263061, 86347, 7210, 16200, 100295, 12427, 1444837, 151482, 157617, 1208039, 101484, 84978]"
2952,5500000,"[18, 36]",9443,"[240, 388, 835, 1627, 2070, 2606, 3044, 3734]",Chariots of Fire,"[306, 6194, 7049, 7965, 8770]",1981-05-15,58972904,123.0,Chariots of Fire,6.8,207,53472904,5,9443,"[29068, 11854, 47536, 2506, 53517, 65, 32357, 73933, 11857, 78157, 13327, 27770, 69010, 2264, 16480, 137927, 2369]"
2953,0,"[35, 18, 10749]",16186,[],Diary of a Mad Black Woman,[35],2005-02-25,0,116.0,Diary of a Mad Black Woman,6.4,71,0,2,16186,"[55314, 2202, 80602, 50266, 208316, 1464838, 1470068, 39464, 18249, 1062609, 114850]"
2954,0,[18],7863,"[3344, 3810, 5561, 10499, 14743, 33484, 191815]",Shine,"[8, 8724, 11840, 41999]",1996-01-21,0,105.0,Shine,7.3,131,0,1,7863,"[118, 1284, 12647, 1192652, 1192653, 3070, 79703, 29791, 14306, 11857]"
2955,6000000,"[10749, 35, 18]",138697,"[445, 572, 5906, 10556, 18314, 33432, 33451]",Don Jon,"[10255, 11092, 14578]",2013-07-26,0,90.0,Don Jon,5.9,1671,-6000000,7,138697,"[24045, 1245, 1231, 18298, 21104, 60073, 10689, 112879, 85142, 212429, 208307, 1124795, 1223438, 1223439, 149699, 1355837, 1355838, 1223718, 1355839, 1355840, 1355841, 1355842, 239974, 1355844, 1355845, 1346327, 1355846, 446351, 1355847, 1355848, 1355849, 1813, 38673, 22122, 9777, 124972, 74250, 124136, 41990, 132388, 125611, 1274860, 132381, 55680, 1197172, 232271, 577492, 136791, 132398, 135659, 88229, 55682, 138185]"
2956,5500000,[37],11901,"[75, 1333, 9503]",High Plains Drifter,"[33, 171]",1973-04-19,15700000,105.0,High Plains Drifter,7.4,278,10200000,4,11901,"[190, 55192, 15659, 14312, 95597, 52463, 59641, 102426, 18071, 199813, 33544, 106611, 31210, 13875, 12296]"
2957,7000000,"[35, 18]",1548,"[18005, 175492, 175494, 175497, 175499, 175506, 175510, 175514, 179430]",Ghost World,"[60, 216, 247, 826, 2130]",2001-07-20,0,111.0,Ghost World,7.1,426,-7000000,7,1548,"[2155, 1245, 884, 51214, 12438, 8437, 31714, 212, 60846, 35701, 77338, 141052, 183745, 58511, 7796, 1216556, 1216483, 1224380, 8696, 151263, 59285, 1870807, 82630]"
2958,5000000,"[80, 18, 9648, 53]",4997,"[642, 2375, 5340, 7344, 9826, 12670, 14819, 14964]",Wonderland,[35],2003-10-23,2466444,104.0,Wonderland,6.2,73,-2533556,10,4997,"[5576, 32597, 7517, 6164, 14406, 10866, 18979, 4, 1462, 21197, 3270, 15854, 19212, 22132, 59233, 966742, 1528739, 3218]"
2959,6500000,[18],925,"[577, 700, 796, 1381, 1463, 3261, 3772, 3910, 4305, 4470, 4630, 4668, 4733, 4735, 10594, 12425, 207009]",Do the Right Thing,"[33, 4319]",1989-06-30,37295445,120.0,Do the Right Thing,7.6,292,30795445,6,925,"[1004, 15531, 15532, 6396, 4808, 5281, 5502, 1241, 15534, 13936, 15535, 13602, 30488, 128597, 47879, 2231, 4810, 40377, 15536, 78029, 15537, 1736531, 7164, 162339, 1880160, 42296, 4025, 96538, 1880161, 1327735, 1880162, 1880163, 1880164, 1645223, 222487, 1880165, 1675606, 1880166, 1880167, 1880171, 1880169, 1880170]"
2960,0,[35],13173,"[10183, 163226, 171366, 187643, 187651, 187652, 187657, 187660]",The Ten,[14576],2007-08-03,0,96.0,The Ten,4.9,57,0,8,13173,"[22226, 11702, 65717, 1920, 77089, 87230, 21399, 23626, 56731, 64135, 539, 10696, 58224, 15009, 21127, 52997, 21197, 80591, 22224, 21131, 6212, 15370, 50465, 17485]"
2961,0,"[53, 80]",70670,"[13095, 14789, 15478, 158927]",Hodejegerne,"[235, 5746, 8246, 10947]",2011-08-04,15699707,100.0,Headhunters,7.1,399,15699707,8,70670,"[76547, 12795, 559207, 558205, 77981, 558254, 76553, 63767, 589188, 135121, 1093935, 1093936, 1093937, 1093940, 1093941, 1093942, 1144062]"
2962,0,"[878, 35, 53, 27]",84204,"[1299, 14985, 40879, 185650]",Grabbers,"[5267, 11571, 17748, 21597, 51929]",2012-08-10,0,94.0,Grabbers,6.0,140,0,8,84204,"[52890, 58430, 55469, 33399, 1122014, 182043, 1458563, 1084849, 1458564, 63362, 1458565]"
2963,5100000,"[878, 18, 14, 10749]",16633,"[4379, 10965, 210184]",Somewhere in Time,[2070],1980-10-02,0,103.0,Somewhere in Time,7.2,102,-5100000,10,16633,"[20006, 10223, 290, 7663, 26044, 5254, 16200, 113704, 5687, 1712328, 3905, 1712329, 1712330]"
2964,5000000,"[27, 53]",91586,"[3358, 9712, 15001, 18035, 162846, 206571]",Insidious: Chapter 2,"[34, 7263]",2013-09-12,0,106.0,Insidious: Chapter 2,6.5,1211,-5000000,9,91586,"[17178, 9827, 17181, 7401, 10767, 80619, 2128, 59117, 208524, 58739, 78804, 1153842, 154839, 1223444, 206505, 62851, 181329, 87118, 139631, 568240, 1478382, 1570330, 1448173, 974169, 1608562, 1023732, 1832086, 1832087, 1832088, 1832089, 145556]"
2965,4000000,[27],215,"[483, 10714]",Saw II,"[35, 1053, 2061, 23019, 64651]",2005-10-28,152925093,92.0,Saw II,6.3,1251,148925093,10,215,"[2144, 2138, 2680, 2682, 2683, 2685, 2133, 2684, 2681, 2686, 2687, 33668, 76528, 76529, 76530]"
2966,15000000,"[53, 878, 18]",333371,"[1930, 2321, 2340, 9866, 10833, 12332, 13063, 15381]",10 Cloverfield Lane,"[4, 11461, 78177]",2016-03-10,108286421,103.0,10 Cloverfield Lane,6.8,2468,93286421,3,333371,"[17628, 1230, 17487, 51329, 60881, 1354257, 8269, 1413361, 1120025, 1253678]"
